DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,Cause_of_Failure,Defective Component,Defective Part,Number of Parts Replaced,Total Cost Incurred,Human Error,Design Flaw,Material Issue
"COMPLAINT OBD and Inducement failures lights. CAUSE Cracked intercooler hose. CORRECTION diagnostics ECM and ad blue systems, replacement intercooler hose, tests 
aftzer repair",SLEEVES,CRACKED,RUBBER SLEEVE,2.0,90.93,"COMPLAINT OBD and Inducement failures lights. CAUSE Cracked intercooler hose. CORRECTION diagnostics ECM and ad blue systems, replacement intercooler hose, tests 
aftzer repair",Defective Component,1,0,0,0,0,0,0
 SKARGA WYDOBYWA DYM SPOD MASKI SILNIKA  CPRZ B AD ZACISKANIA OPASKI UK .WYDECHOWEGO  KORECTA WYMIANA OPASKI ZACISKOWEJ,EXHAUST PIPE COLLARS,DEFORMED,CLIP,4.0,108.132631, COMPLAINT  COMING OUT SMOKE FROM UNDER THE ENGINE HOOD   CPRZ EXHAUST CLAMP TIGHTENING FAILURE   CORRECTION  REPLACING THE CLAMP,Defective Component,1,0,0,0,0,0,0
 INCIDENT VOYANT COLMATAGE ALLUME  CAUSE CAPTEUR  SOLUTION RECHERCHE PANNE PANNE 3UT. CONTROLE FILTRE 2UT,AIR FILTER CLOGGED SWITCH,DEFECTIVE CONTACTS,CHOCKED FILTR.SIGN,2.0,80.87, INCIDENT  CLOGGING LIGHT ON   CAUSE SENSOR   SOLUTION RESEARCH FAILURE FAILURE 3UT. 2UT FILTER CONTROL,Defective Component,1,0,0,0,0,0,0
" RECLAMO REVISAR PROBLEMAS EN DISPLAY , SE PARA EN MARCHA  CAUSA SE LOCALIZA CABLEADO ENCONTRANDO MASA QUE VA A BATERòA TIENE TORNILLO FLOJO Y A VECES HACE MAL CONTACTO REPARAR CABLE Y SUSTITUIR TO RNILLOS POR ESTAR DESGASTADO DE IR FLOJO  SOLUCION REPARAR CABLEADO ENCONTRANDO MASA QUE VA A BATERòA TIENE TORNILLO FLOJO Y A VECES HACE MAL CONTACTO REPARAR CABLE Y SUSTITUIR TORNIL LOS POR ESTAR DESGASTADO DE IR FLOJO",STARTER MOTOR ASSY,SHORT CIRCUIT,STARTER MOTOR,2.0,107.01," CLAIM  CHECK PROBLEMS ON DISPLAY, IT STOPS WHILE RUNNING   CAUSE WIRING IS LOCATED BY FINDING GROUND THAT GOES TO THE BATTERY IT HAS A SCREW LOOSE AND SOMETIMES IT MAKES BAD CONTACT REPAIR CABLE AND REPLACE SCREWS BECAUSE THEY ARE WORN FROM LOOSE   SOLUTION  REPAIR WIRING FINDING GROUND THAT GOES TO THE BATTERY IT HAS A LOOSE SCREW AND SOMETIMES IT MAKES BAD CONTACT REPAIR CABLE AND REPLACE SCREW FOR BEING WORN FROM GOING LOOSE",Total Cost Incurred,0,0,0,1,0,0,0
"COMPLAINT Error indication is active.
 CAUSE LDWS fault active.
Carrying out examinations and tests.
LDWS camera is faulty.
 CORRECTION LDWS camera replacement.
1 coins programming
Economy is: CAN network check, wiring check, connectors check.",LANE WARNING CCTV,DEFECT,TV-CAMERA,5.0,992.63,"COMPLAINT Error indication is active.
 CAUSE LDWS fault active.
Carrying out examinations and tests.
LDWS camera is faulty.
 CORRECTION LDWS camera replacement.
1 coins programming
Economy is: CAN network check, wiring check, connectors check.",Defective Component,1,0,0,0,0,0,0
 REKL EDC-Fehler pruefen  GRUND Ansaugkruemmer ist undicht durch defekte Dichtungen  KORRECTUR EDC-Fehler ausgelesen. Nach Austausch der Gluehkerzen (siehe separaten Schaden) weitere Pruefung des EDC-Fehlers vorgenommen. Undich ten Ansaugkruemmer lokalisiert. Defekte Dichtungen ersetzt. Probefahrt durchgefuehrt.,INTAKE MANIFOLDS,AIR LEAKS,INTAKE ELBOW GASK.,4.0,287.85," REKL  Check EDC error   REASON Intake manifold is leaking due to defective seals   CORRECTION  EDC error read. After replacing the glow plugs (see separate damage), further testing of the EDC error was carried out. Leaky intake manifold located. Defective seals replaced. Test drive carried out.",Defective Component,1,0,0,0,0,0,0
"SKARGA WYCIEK OLEJU Z KOLA TYLNEGO LEWEGO CPRZ WYTARTE LOZYSKO PIASTY KORECTA WYMIANA PIASTY,MYCIE",BEARINGS,SEIZURE,WHEEL BEARINGS,3.0,136.090528,"COMPLAINT  OIL LEAKAGE FROM THE REAR LEFT WHEEL  CPRZ WORN HUB BEARING  CORRECTION  HUB REPLACEMENT, WASHING",Number of Parts Replaced,0,0,1,0,0,0,0
 COMPLAINT STEERING FAULT  CAUSE CHECKED FOUND STEERING SHAFT FLOOR BEARING ADRIFT  CORRECTION STRIPPED AND REMOVED SHAFT. REPOSTION AND RESECURED FLOOR BEARING AND SECURED. REASSEMBLE AND SECURED,STEERING COLUMN BUSH,LOOSE RETAINER,WASHER/PLATE,0.0,161.379311, COMPLAINT STEERING FAULT  CAUSE CHECKED FOUND STEERING SHAFT FLOOR BEARING ADRIFT  CORRECTION STRIPPED AND REMOVED SHAFT. REPOSTION AND RESECURED FLOOR BEARING AND SECURED. REASSEMBLE AND SECURED,Defective Component,1,0,0,0,0,0,0
"COMPLAINT svietí kontrolka motora - vozidla stráca výkon CAUSE skrat snímača NOx za katalyzátorom (uvolnená a predratá kabeláž) - 
diagnostika EDC, kontrola pamäte závad, kontrola podľa riadeného 
porstupu - zistená presúšaná (predratá kabeláž) CORRECTION výmena snímača NOx za katalyzátorom, diagnostika po oprave - OK",TEMPERATURE SENSOR,LOOSE RETAINER,SENSOR,1.0,301.77,"COMPLAIN  the engine light is on - the vehicle loses power  CAUSE NOx sensor short circuit behind the catalytic converter (loose and short wiring) - 
EDC diagnostics, fault memory check, check according to the controlled 
route - found to be over-dried (over-wired cabling)  CORRECTION  replacement of the NOx sensor behind the catalyst, diagnosis after repair - OK",Defective Component,1,0,0,0,0,0,0
 TIPO DANNO VEICOLO DA VUOTI IN MARCIA  CAUSA BLOCCAGGIO VALVOLA TVA  CORREZIONE SOST.VALVOLA TVA,THROTTLE BODY,DEFECT,VALVE HOUSING,4.0,129.83, DAMAGE TYPE  EMPTY VEHICLE RUNNING   CAUSE TVA VALVE BLOCKAGE   CORRECTION REPLACEMENT .TVA VALVE,Defective Component,1,0,0,0,0,0,0
 REKL AD BLUE KONTROLLE LEUCHTET UND FAHRZEUG HAT LEISTUNGSVERLUST  GRUND FEHLENDE BZW FEHLERHAFTE WERTE DES NOX SENSORS  KORRECTUR PRUEFUNG DIVERSER FEHLERSPEICHER UND PARAMETER; GEFUEHRTE VERFAHREN ABGEARBEITET; VERKABELUNG UND SENSORIK GEPRUEFT; PARAMETERAUFZEI CHNUNGEN WAEHREND DER FAHR DURCHGEFUEHRT; ZEITWEISE SENDET DER SENSOR NACH KAT FEHLERHAFTE BZW KEINE WERTE NS STEUERGERAET; DEFEKTEN SENSOR ERSETZT; ERSCHWERTE DEMONTAGE AUFGRUND OXIDATION; GEWINDE NACHGEARBEITET; ANLAGENTEST NACH REPARATUR DURCHGEFUEHRT,NOX DETECTION SENSOR,NO WARNING,SENSOR,1.0,911.88, REKL  AD BLUE CONTROL IS LIGHTING AND VEHICLE HAS LOSS OF POWER   REASON MISSING OR INCORRECT VALUES OF THE NOX SENSOR  CORRECTION  CHECKING VARIOUS ERROR MEMORY AND PARAMETERS; PROCEDURES PROCESSED; CABLING AND SENSORS TESTED; PARAMETER RECORDINGS PERFORMED WHILE DRIVING; AT TIMES THE SENSOR SENDS INCORRECT OR NO VALUES TO THE CONTROL UNIT; DEFECTIVE SENSOR REPLACED; DIFFICULT DISASSEMBLY DUE TO OXIDATION; THREAD REFINED; SYSTEM TEST PERFORMED AFTER REPAIR,Defective Component,1,0,0,0,0,0,0
"RECLAMO CHIVATO FRENO ESTACIONAMIENTO ENCENDIDO ENCUADRO CAUSA PRESION IRREGULAR DISTRIBUIDOR ABS PROVOCANDO 
DESGASTE PREMATURO EN ZAPATAS FRENO 
ESTACIONAMIENTO. SE ESTA PENDIENTE QUE JAWLA SAQUE AL 
MERCADO UN NUEVO DISTRIBUIDOR DE ABS (JOB4) QUE 
SUPUESTAMENTE SOLVENTE LE PROBLEMA SOLUCION CONECTAR ESTACION UDT, REALIZAR DIAGNOSIS, INTENTAR 
REALIZAR ARTICULO CONOCIMIENTO KA000004435, AL NO PODER 
AJUSTARSE MAS SUSTIUTIR ZAPATAS FRENOS ESTACIONAMIENTO.",ANTI-SKID DEVICE DISTRIB.,INCORRECT PRESSURE,VALVE ANTILOCK BRAKE,1.0,767.8,"CLAIM  SHIFT BRAKE PARKING IGNITION FRAME CAUSE  IRREGULAR PRESSURE ABS DISTRIBUTOR CAUSING 
PREMATURE WEAR IN BRAKE SHOES 
PARKING LOT. IT IS PENDING FOR JAWLA TO TAKE OUT 
MARKET A NEW ABS DISTRIBUTOR (JOB4) THAT 
SUPPOSEDLY SOLVENT THE PROBLEM SOLUTION  CONNECT UDT STATION, PERFORM DIAGNOSIS, TRY 
PERFORM KNOWLEDGE ARTICLE KA000004435, WHEN NOT ABLE TO 
ADJUST MORE REPLACE PARKING BRAKE SHOES.",Defective Component,1,0,0,0,0,0,0
REKL Aufleuchten der Air-Bag Kontrolle GRUND Aktualisierung lt. KA000004971 KORRECTUR Aktualisierung,AIR BAG CONTROL UNIT,INCORRECT ADJUSTMENT,ECU-AIR BAG,0.0,53.7,REKL  The air bag indicator lights up  REASON Update according to KA000004971  CORRECTION  Update,Number of Parts Replaced,0,0,1,0,0,0,0
REKL BLINKER VORNE LINKS OHNE FUNKTION GRUND DEFEKT KORRECTUR BLINKER VORNE LINKS ERNEUERN,CAB DIRECTION INDICATOR,DEFECTIVE CONTACTS,DIRECTION LAMP,1.0,58.17,REKL  FRONT LEFT INDICATOR WITHOUT FUNCTION  REASON DEFECTIVE  CORRECTION  REPLACE FRONT LEFT INDICATOR,Defective Component,1,0,0,0,0,0,0
"INCIDENT FUITE DE GASOIL CAUSE RUPTURE DURITE DE RETOUR GASOIL SOLUTION CONTROLE VISUEL MOTEUR . PRESENCE DE TRACE SUR 
COLLECTEUR ADMISSION, BLOC ET BOITE DE VITESSE. 
NETTOYAGE MOTEUR COMPLET. ESSAI POUR RECHERCHE 
FUITE. CONTROLE DURITE GASOIL. DEPOSE BOITE A AIR ET 
REMPLACEMENT DU TUYAUX DE RETOUR GASOIL. NETTOYAGE 
ET ESSAI OK. (TEMPS ECONIOMY= RECHERCHE ET NETTOYAGE 
MULTIPLE)",INJECTOR RETURN PIPES,BREAK,FUEL LINE,2.0,281.36,"INCIDENT  DIESEL LEAK CAUSE  DIESEL RETURN HOSE BREAK  SOLUTION VISUAL ENGINE CHECK. PRESENCE OF TRACE ON 
INTAKE MANIFOLD, BLOCK AND GEARBOX. 
COMPLETE ENGINE CLEANING. ESSAY FOR RESEARCH 
LEAK. CHECK FUEL HOSE. REMOVAL AIR BOX AND 
REPLACEMENT OF THE DIESEL RETURN PIPES. CLEANING 
AND TRY OK. (ECONIOMY TIME = RESEARCH AND CLEANING 
MULTIPLE)",Number of Parts Replaced,0,0,1,0,0,0,0
SKARGA SWIECI SIE CHECK ENGINE I KONTROKA AD BLUE CPRZ W KASECIE STERUJACEJ BLAD CZUJNIKA NOX KORECTA WYMIANA CZUJNIKA,NOX DETECTION SENSOR,DEFECTIVE CONTACTS,SENSOR,1.0,247.729307,COMPLAINT  CHECK ENGINE AND AD BLUE LIGHT ARE LIGHT  CPRZ NOX SENSOR ERROR IN THE CONTROL UNIT  CORRECTION  SENSOR REPLACEMENT,Defective Component,1,0,0,0,0,0,0
"SKARGA SWIECI KONTROLKA SILNIKA CPRZ USZKODZENIE WEWNETRZNE CZUJNIKA CZASTEK STALYCH KORECTA DIAGNOSTYKA,WYMIANA CZUJNIKA CZASTEK STALYCH",PARTICULATE SENSOR,SHORT CIRCUIT,PM SENSOR,1.0,131.653243,"COMPLAINT  ENGINE LIGHT IS ON  CPRZ INTERNAL DAMAGE TO PARTICULATE SENSOR  CORRECTION  DIAGNOSTICS, PARTICULATE SENSOR REPLACEMENT",Defective Component,1,0,0,0,0,0,0
SKARGA LU±NA POKRYWA SILNIKA CPRZ luz na tulejach pokrywy silnika KORECTA WYMIANA TULEJI POKRYWY SILNIKA,ROCKER TOP COVER,TOO LOOSE/FLEXIBLE,RUBBER PLUG,3.0,37.241613,COMPLAINT  LU±NA ENGINE COVER  CPRZ play on engine cover bushings  CORRECTION  REPLACEMENT OF ENGINE COVER BUSHING,Number of Parts Replaced,0,0,1,0,0,0,0
 INCIDENT BRUIT AU NIVEAU DE LA PORTE  CAUSE DESSERRAGE FIXATIONS  SOLUTION D-R GARNISSAGE INTERIEUR PORTED-R TIRANTS COMMANDE SERRURE 1 PORTE,DOOR REMOTE CONTROL LINK,LOOSE RETAINER,DOOR LOCK,1.0,52.6, INCIDENT  NOISE AT THE DOOR   CAUSE LOOSE FASTENERS   SOLUTION  D-R INTERIOR TRIM PORTED-R LOCK CONTROL PULLS 1 DOOR,Defective Component,1,0,0,0,0,0,0
"REKL Fahrzeug steht in Ludwigsburg Waldäcker bei der Tankstelle und 
startet nicht mehr GRUND zu Fahrzeug gefahren 
Lorch-Ludwigsburg 103 Km KORRECTUR Fahrzeug fremdgestartet und und Werkstatt überführt",ANS 24 HOURS,MISCELLANEOUS,EARTH WIRE,1.0,398.6,"REKL  The vehicle is parked at the gas station in Ludwigsburg Waldäcker 
no longer starts REASON  drove to vehicle 
Lorch-Ludwigsburg 103 km CORRECTION  Vehicle started externally and taken to workshop",Number of Parts Replaced,0,0,1,0,0,0,0
"SKARGA SWIECI KONTROLKA CHECK ENGINE I SPRAWDZ SILNIK CPRZ WYSTĄPIŁ BŁĄD 0012AF - 1F - Stan wydajności filtra cząstek stałych 
(DPF) podawany przez czujnik PM - Warunek istniejący KORECTA DIAGNOSTYKA WYMIANA KATALIZATORA
THD 107734114",CATALYZER,DEFECT,CATALYTIC SILENCER,2.0,601.197892,"COMPLAINT  CHECK ENGINE LIGHT IS ON AND CHECK ENGINE  CPRZ ERROR 0012AF OCCURRED - 1F - Particulate filter performance status 
(DPF) supplied by PM sensor - Existing condition CORRECTION  DIAGNOSTICS REPLACEMENT OF THE CATALYTIC CONVERTER
THD 107734114",Number of Parts Replaced,0,0,1,0,0,0,0
 REKL Lenkrad lose.  GRUND Lenkspindel ausgeschlagen.  KORRECTUR Lenkspindel ern.,STEERING SHAFT,INCORRECT CLEARANCE,STEERING SUPPORT,3.0,568.77, REKL  Steering wheel loose.  REASON  Steering spindle knocked out.  CORRECTION  Steering spindle replacement.,Number of Parts Replaced,0,0,1,0,0,0,0
"TIPO DANNO RUMOROSITA' VEICOLO E PROBLEMI SU 
ACCELERAZIONE CAUSA DISTACCO SFILAMENTO CORREZIONE SOSTITUZIONE RUOTA FONICA E DISCO FRENO 
POSTERIORE",PHONIC WHEEL,BROKEN AWAY,INTERNAL RING GEAR,2.0,246.46,"DAMAGE TYPE  VEHICLE NOISE AND PROBLEMS ON 
ACCELERATION CAUSE  DETACHMENT DETACHMENT CORRECTION  REPLACEMENT OF PHONE WHEEL AND BRAKE DISC 
REAR",Number of Parts Replaced,0,0,1,0,0,0,0
"SKARGA SWIECI KONTROLKA ADBLUE,EDC CPRZ USZKODZENIE CZUJNIKA NOX ZA SCR KORECTA DIAGNOSTYKA,SPRAWDZENIE MAS I POLACZEN EL,WYMIANA 
CZUJNIKA NOX",NOX DETECTION SENSOR,SHORT CIRCUIT,SENSOR,2.0,247.988815,"COMPLAINT  ADBLUE, EDC INDICATOR IS ON  CPRZ NOX SENSOR DAMAGE BEHIND SCR  CORRECTION  DIAGNOSTICS, CHECKING GROUNDS AND ELECTRICAL CONNECTIONS, REPLACEMENT 
NOX SENSOR",Defective Component,1,0,0,0,0,0,0
 COMPLAINT CHECK EML LIGHT ON  CAUSE CONFIRMED FAULT CHECKED THROUGH FAULT FOUND COOLANT PRESSURE FAULT CHECKED SYSTEM FOUND SENSOR INTERNALLY FAILED  CORRECTION ON REMOVAL OF SENSOR FOUND EXPANSION TANK THREADS FOR SENSOR DAMAGED SO REPLACED EXPANSION TANK RECHECKED FAULTS ALL OK,RADIATOR EXPANSION TANK,SHORT CIRCUIT,EXPANSION TANK,1.0,251.965518, COMPLAINT CHECK EML LIGHT ON  CAUSE CONFIRMED FAULT CHECKED THROUGH FAULT FOUND COOLANT PRESSURE FAULT CHECKED SYSTEM FOUND SENSOR INTERNALLY FAILED  CORRECTION ON REMOVAL OF SENSOR FOUND EXPANSION TANK THREADS FOR SENSOR DAMAGED SO REPLACED EXPANSION TANK RECHECKED FAULTS ALL OK,Defective Component,1,0,0,0,0,0,0
"COMPLAINT drnčení od motoru CAUSE ,BROKEN RETAINER CORRECTION diagnostika, zjištěna závada krytu, oprav upevnění",ROCKER TOP COVER,BROKEN RETAINER,CYL. HEAD COVER,3.0,11.9,"COMPLAIN  rattling from the engine CAUSE  ,BROKEN RETAINER  CORRECTION diagnostics, cover defect detected , fixing fixings",Defective Component,1,0,0,0,0,0,0
COMPLAINT Ztuha se řadí CAUSE Kontrola řazení a ovládání řazení - zjištěny přidřené lanovody CORRECTION Provedena výměna ovládání,GEAR CONTROL RODS,DEFECT,FLEXIBLE CONTROL,1.0,195.34,COMPLAIN  Stiff ranks CAUSE  Shift control and shift control - attached cables detected  CORRECTION  Control replacement done,Number of Parts Replaced,0,0,1,0,0,0,0
 TIPO DANNO TORPLESS CRETTATI  CAUSA DIFETTOSITA'  CORREZIONE SOSTITUZIONE DEI DUE TORPLESS POSTERIORI,SPRING CASINGS,CRACKED,AIR BELLOWS,2.0,834.29, DAMAGE TYPE  CRACKED TORPLESS  CAUSE  DEFECTS   CORRECTION REPLACEMENT OF THE TWO REAR TORPLESS,Defective Component,1,0,0,0,0,0,0
 INCIDENT LE VEHICULE NE DEMARRE PAS  CAUSE CONTACTS DEFECTUEUX CABLE DE MASSE  SOLUTION SUITE DEPLACEMENT AVEC LE FOURGON DE DEPANNAGE--CONTROLE ALIM ET CIRCUIT DE MASSE--CONTROLE BATTERIE AVEC UN MULTIMETRE--BATTERIE UN PEU FAIBLE MAIS MEME AVEC UN BOOSTER IL NE DEMARRE PAS ET PAS DE COMM UDT--FINALEMENT LE CAMION A DEMARRE DONC ESCORTE AU GARAGE--S UITE DIAG DANS L'ATELIER TROUVE UN POINT DE MASSE SUR CHASSIS AVG MAL SERRE DANS L'USINE DONC NETTOYAGE POINT DE MASSE ET RESSERAGE UT ECONOMY--CONTROLE APRES REPARATION OK LE 06/12/2022,GROUND LEAD,DEFECTIVE CONTACTS,FRAME WIRING,0.0,261.9, INCIDENT  VEHICLE WILL NOT START   CAUSE FAULTY CONTACTS GROUND CABLE   SOLUTION  CONTINUED TRAVEL WITH THE RECOVERY VAN--CHECK POWER SUPPLY AND GROUND CIRCUIT--CHECK BATTERY WITH A MULTIMETER--BATTERY A LITTLE WEAK BUT EVEN WITH A BOOSTER IT DOES NOT START AND NO UDT COMM--FINALLY THE TRUCK STARTED SO ESCORTED TO THE GARAGE--SUITE DIAG IN THE WORKSHOP FOUND A GROUND POINT ON AVG CHASSIS POORLY TIGHTENED IN THE FACTORY SO CLEANED GROUND POINT AND TIGHTENING UT ECONOMY--CHECK AFTER REPAIR OK ON 06/12 /2022,Number of Parts Replaced,0,0,1,0,0,0,0
"REKL Die AEBS Kontrolle leuchtet im Fahrzeugdisplay und die Kontrolle "" 
Anhänger überprüfen"" kommt zeitweise. GRUND Das Anhängersteuergerät ist defekt. KORRECTUR Die Spannungsversorgungen an der Zentralelektrik, dem 
Anhängersteuergerät und der Anhängersteckdose wurden geprüft. 
Die Masseverbindungen wurden auf Funktion geprüft.
Der Rahmenkabelstrang wurde aus-, eingebaut, geprüft und unter 
Last durchgemessen. 
Das Anhängersteuergerät wurde ausgebaut, geprüft, erneuert und 
auf das Fahrzeug per EASY und Teleservice programmiert.",CONTROL POWER UNIT,DEFECT,ELECTR. CONTR. UNIT,27.0,1303.62,"REKL  The AEBS control lights up in the vehicle display and the control "" 
Check trailer"" appears intermittently. REASON  The trailer control unit is defective . CORRECTION The power supplies to the central electrical system, the 
The trailer control unit and the trailer socket were checked. 
The ground connections were tested for functionality.
The frame wiring harness was removed, installed, checked and installed 
Load measured. 
The trailer control unit was removed, checked, replaced and 
programmed onto the vehicle via EASY and teleservice.",Defective Component,1,0,0,0,0,0,0
 TIPO DANNO FILETTATURA TUBO DEL TA P ROTTA A SEGUITO DI CONTR  CAUSA tubo montato male in fase di montaggio in fabbrica sfilettata filettatura del dado e sul dpf  CORREZIONE sostituzione tubazione,PARTICULATE TRAP,BREAK,PIPE,1.0,53.95, DAMAGE TYPE  CT TUBE THREAD BROKEN DUE TO CHECKS   CAUSE hose incorrectly assembled during factory assembly threaded of the nut and on the dpf  CORRECTION  pipe replacement,Defective Component,1,0,0,0,0,0,0
"SICAYET Araç servisimize ekranda yağ eksiltiyor şikayeti ile gelmilştir. NEDEN Yapılan kontroller neticesinde aracın yağ dolum kapağında deforme 
kaynaklı kapağın tam kapanmadığı tespit edilmiştir. YAPILANIS Yağ dolum kapağı değiştirilerek arıza giderlmiştir.",ENGINE OIL FILLER,DEFORMED,OIL FILLER PLUG,1.0,12.7712,"TEMPERATURE  The vehicle came to our service with the complaint of oil loss on the screen. FROM WHERE  As a result of the checks, the vehicle's oil filler cap was found to be deformed. 
It was determined that the welded cover was not fully closed. PROCEDURE  The fault was resolved by replacing the oil filler cap.",Number of Parts Replaced,0,0,1,0,0,0,0
" REKL Fehlermeldung Beleuchtung AnhÄnger  GRUND Steckdose hinten defekt  KORRECTUR Paramter Fahrzeug geprÜft und Fehlerspeicher gelÍscht, PrÜfung Kabelanschluss fÜr AnhÄnger, Steckdoese a+e und ern,",REAR POWER POINT,DEFECTIVE CONTACTS,WIRE/CABLE,1.0,176.36," REKL  Error message lighting trailer   REASON Rear socket defective   CORRECTION  Vehicle parameters checked and fault memory deleted, checking cable connection for trailer, socket a+e and er,",Defective Component,1,0,0,0,0,0,0
REKL OELVERLUST AM MOTOR GRUND DICHTRING DER KW UNDICHT OEL KORRECTUR DICHTRING A+E ERNEUERT,CRANKSHAFT,OIL LEAKS,SHAFT SEAL,23.5,798.94,REKL  OIL LOSS ON ENGINE  REASON KW SEAL RING LEAKING OIL  CORRECTION  SEALING RING A+E RENEWED,Number of Parts Replaced,0,0,1,0,0,0,0
 SKARGA WERYFIKACJA KONTROLKI SILNIKA  CPRZ ZDEFORMOWANE ALACZE ELEKTRYCZNE SONDY LAMBDA ZA KATALIZATOREM  KORECTA NAPRAWA ZLACZA ELEKTRYCZNEGO DO SONDY LAMBDA ZA KATALIZATOREM,OXYGEN SENSOR,DEFECT,LAMBDA SENSOR,9.0,64.302015, COMPLAINT  ENGINE LIGHT VERIFICATION   CPRZ DEFORMED ALACHE ELECTRIC LAMBDA PROBES AFTER THE CATALYTIC CONVERTER   CORRECTION  REPAIR OF THE ELECTRICAL CONNECTOR TO THE LAMBDA PROBE AFTER THE CATALYTIC CONVERTER,Number of Parts Replaced,0,0,1,0,0,0,0
" SKARGA grzeje si² lekko przednie lewe ko·o,  CPRZ zatrat prowadnica w zacisku ,  KORECTA naprawazacisku ,",BRAKE CALIPER,SEIZURE,KIT-BRAKE CALIPER,1.0,51.762863," COMPLAINT  the front left wheel is slightly warm,   CPRZ lose the guide in the clamp,   CORRECTION  clamp repair,",Defective Component,1,0,0,0,0,0,0
REKL Panne Autobahn A81 (Rastplatz Neckarblick) GRUND Motor im Notlauf KORRECTUR Zum Pannenort gefahren und Fahrzeug überprüft,ANS 24 HOURS,SUNDRY,MOTOR HARNESS,126.0,386.1,REKL  Breakdown on the A81 motorway (Neckarblick rest area)  REASON Engine in emergency mode  CORRECTION  Drove to the scene of the breakdown and checked the vehicle,Defective Component,1,0,0,0,0,0,0
"TIPO DANNO MOTORE DEPOTENZIATO
 CAUSA SENSORE PRESSIONE DIFFERENZIALE
 CORREZIONE SOST. SENSORE PRESSIONE DIFFERENZIALE, CONTROLLO 
COMPLETO E PROVA SU STRADA
",PRESSURE SENSOR,DEFECT,DPF PRESSURE SENSOR,1.0,54.06,"DAMAGE TYPE  REDUCED ENGINE
 CAUSE  DIFFERENTIAL PRESSURE SENSOR
 CORRECTION  SUB. DIFFERENTIAL PRESSURE SENSOR, CONTROL 
COMPLETE AND ROAD TEST",Defective Component,1,0,0,0,0,0,0
"COMPLAINT CHECK NON START. CAUSE TRACED TO CHAFFED CAB LOOM AT CLUTCH PEDAL SWITCH CORRECTION CONNECT EASY, REMOVE AND REPAIR CAB LOOM , REFIT AND TEST 
STARTING FOUND OK, SMALLMAT1 WIRE AND TERMINALS FOR 
LOOM REPAIR, -ECONOMY TIME TO TRACE FAULT IN LOOM",CAB LOOM,SHORT CIRCUIT,SET OF WIRING,1.0,332.418605,"COMPLAINT CHECK NON START. CAUSE TRACED TO CHAFFED CAB LOOM AT CLUTCH PEDAL SWITCH CORRECTION CONNECT EASY, REMOVE AND REPAIR CAB LOOM , REFIT AND TEST 
STARTING FOUND OK, SMALLMAT1 WIRE AND TERMINALS FOR 
LOOM REPAIR, -ECONOMY TIME TO TRACE FAULT IN LOOM",Defective Component,1,0,0,0,0,0,0
INCIDENT lors de l'entretien et le controle des courries CAUSE courroie compresseur clim deformee SOLUTION remplacer,COMPRESSOR BELT,DEFORMED,CONDIT. COMPR. BELT,1.0,41.5,INCIDENT  during maintenance and mail control  CAUSE deformed air conditioning compressor belt  SOLUTION  replace,Number of Parts Replaced,0,0,1,0,0,0,0
 COMPLAINT FAILUREDESCR  CAUSE CAUSEDESCR  CORRECTION CORRECTIONDESCR,CROWN WHEEL AND PINION,NOISE,BEVEL DRIVE,1.0,-1266.77, COMPLAINT FAILUREDESCR  CAUSE CAUSEDESCR  CORRECTION CORRECTIONDESCR,Defective Component,1,0,0,0,0,0,0
"SICAYET EKRANDA ARIZA VAR. NEDEN YAPILAN SERVİS KONTROLÜNDE ARACIN ALTERNATÖRÜN VERİMSİZ 
ÇALIŞTIĞI VE UYARI LAMBASI YAKTIĞI GÖRÜLDÜ. YAPILANIS DEĞİŞİMİ YAPILARAK ARIZA GİDERİLDİ.",ALTERNATOR ASSEMBLY,LOW OUTPUT/EFFICIENCY,ALTERNATOR,1.0,211.5464,"TEMPERATURE  THERE IS A FAILURE ON THE SCREEN. FROM WHERE  IN THE SERVICE CHECK, THE VEHICLE'S ALTERNATOR IS NOT EFFICIENT. 
IT WAS OBSERVED THAT IT WAS WORKING AND THE WARNING LAMP WAS ON. PROCEDURE  WAS REPLACED AND THE FAILURE WAS FIXED.",Defective Component,1,0,0,0,0,0,0
"REKL Deckel vom Handschuhfach hat Riefen GRUND Material zu weich KORRECTUR Handschuhfach kpl. erneuert, ( Deckel nicht einzeln lieferbar)",DASHBOARD GLOVE COMPT.,SCORED,CONTAINER,1.0,419.3,"REKL  Glove compartment lid has grooves  REASON Material too soft  CORRECTION  Glove compartment complete. renewed, (lid not available separately)",Material Issue,0,0,0,0,0,0,1
"INCIDENT PERTE DE PUISSANCE CAUSE TEMPERATURE EGR EN COURT CIRCUIT SOLUTION DIAGNOSTIC UDT// CONTROLE CONNEXION ET MASSE SONDE 
TEMPERATURE EGR// EFFACEM ENT DEFAUT ET ESSAI OK",WATER TEMPERATURE SENDER,SHORT CIRCUIT,TEMP. TRANSMITTER,0.0,70.4,"INCIDENT  LOSS OF POWER CAUSE  EGR TEMPERATURE IN SHORT CIRCUIT  SOLUTION UDT DIAGNOSIS// PROBE CONNECTION AND GROUND CHECK 
EGR TEMPERATURE// CLEAR FAULT AND TEST OK",Defective Component,1,0,0,0,0,0,0
